char_idx,char,top_left_x,top_left_y,width,height,char_idx_in_line,line_idx,page,word_idx,word_idx_in_line,word,question_image_version
71,n,531.0,533.42,14,31,32,1,Enc_WikiMoon_13_question_13121_target,13,5,în,question_images_version_1
72, ,545.0,533.42,14,31,33,1,Enc_WikiMoon_13_question_13121_target,13,5,,question_images_version_1
73,j,559.0,533.42,14,31,34,1,Enc_WikiMoon_13_question_13121_target,14,6,jurul,question_images_version_1
74,u,573.0,533.42,14,31,35,1,Enc_WikiMoon_13_question_13121_target,14,6,jurul,question_images_version_1
75,r,587.0,533.42,14,31,36,1,Enc_WikiMoon_13_question_13121_target,14,6,jurul,question_images_version_1
76,u,601.0,533.42,14,31,37,1,Enc_WikiMoon_13_question_13121_target,14,6,jurul,question_images_version_1
77,l,615.0,533.42,14,31,38,1,Enc_WikiMoon_13_question_13121_target,14,6,jurul,question_images_version_1
78,P,83.0,623.3199999999999,14,31,0,2,Enc_WikiMoon_13_question_13121_target,15,0,Pământului.,question_images_version_1
79,ă,97.0,623.3199999999999,14,31,1,2,Enc_WikiMoon_13_question_13121_target,15,0,Pământului.,question_images_version_1
80,m,111.0,623.3199999999999,14,31,2,2,Enc_WikiMoon_13_question_13121_target,15,0,Pământului.,question_images_version_1
81,â,125.0,623.3199999999999,14,31,3,2,Enc_WikiMoon_13_question_13121_target,15,0,Pământului.,question_images_version_1
82,n,139.0,623.3199999999999,14,31,4,2,Enc_WikiMoon_13_question_13121_target,15,0,Pământului.,question_images_version_1
83,t,153.0,623.3199999999999,14,31,5,2,Enc_WikiMoon_13_question_13121_target,15,0,Pământului.,question_images_version_1
84,u,167.0,623.3199999999999,14,31,6,2,Enc_WikiMoon_13_question_13121_target,15,0,Pământului.,question_images_version_1
85,l,181.0,623.3199999999999,14,31,7,2,Enc_WikiMoon_13_question_13121_target,15,0,Pământului.,question_images_version_1
86,u,195.0,623.3199999999999,14,31,8,2,Enc_WikiMoon_13_question_13121_target,15,0,Pământului.,question_images_version_1
87,i,209.0,623.3199999999999,14,31,9,2,Enc_WikiMoon_13_question_13121_target,15,0,Pământului.,question_images_version_1
88,.,223.0,623.3199999999999,14,31,10,2,Enc_WikiMoon_13_question_13121_target,15,0,Pământului.,question_images_version_1
0,P,201.0,252.0,14,31,0,0,Enc_WikiMoon_13_question_13121_distractor_a,0,0,Poziția,question_images_version_1
1,o,215.0,252.0,14,31,1,0,Enc_WikiMoon_13_question_13121_distractor_a,0,0,Poziția,question_images_version_1
2,z,229.0,252.0,14,31,2,0,Enc_WikiMoon_13_question_13121_distractor_a,0,0,Poziția,question_images_version_1
3,i,243.0,252.0,14,31,3,0,Enc_WikiMoon_13_question_13121_distractor_a,0,0,Poziția,question_images_version_1
4,ț,257.0,252.0,14,31,4,0,Enc_WikiMoon_13_question_13121_distractor_a,0,0,Poziția,question_images_version_1
5,i,271.0,252.0,14,31,5,0,Enc_WikiMoon_13_question_13121_distractor_a,0,0,Poziția,question_images_version_1
6,a,285.0,252.0,14,31,6,0,Enc_WikiMoon_13_question_13121_distractor_a,0,0,Poziția,question_images_version_1
7, ,299.0,252.0,14,31,7,0,Enc_WikiMoon_13_question_13121_distractor_a,0,0,,question_images_version_1
8,î,313.0,252.0,14,31,8,0,Enc_WikiMoon_13_question_13121_distractor_a,1,1,înclinată,question_images_version_1
9,n,327.0,252.0,14,31,9,0,Enc_WikiMoon_13_question_13121_distractor_a,1,1,înclinată,question_images_version_1
10,c,341.0,252.0,14,31,10,0,Enc_WikiMoon_13_question_13121_distractor_a,1,1,înclinată,question_images_version_1
11,l,355.0,252.0,14,31,11,0,Enc_WikiMoon_13_question_13121_distractor_a,1,1,înclinată,question_images_version_1
12,i,369.0,252.0,14,31,12,0,Enc_WikiMoon_13_question_13121_distractor_a,1,1,înclinată,question_images_version_1
13,n,383.0,252.0,14,31,13,0,Enc_WikiMoon_13_question_13121_distractor_a,1,1,înclinată,question_images_version_1
14,a,397.0,252.0,14,31,14,0,Enc_WikiMoon_13_question_13121_distractor_a,1,1,înclinată,question_images_version_1
15,t,411.0,252.0,14,31,15,0,Enc_WikiMoon_13_question_13121_distractor_a,1,1,înclinată,question_images_version_1
16,ă,425.0,252.0,14,31,16,0,Enc_WikiMoon_13_question_13121_distractor_a,1,1,înclinată,question_images_version_1
17, ,439.0,252.0,14,31,17,0,Enc_WikiMoon_13_question_13121_distractor_a,1,1,,question_images_version_1
18,l,453.0,252.0,14,31,18,0,Enc_WikiMoon_13_question_13121_distractor_a,2,2,la,question_images_version_1
19,a,467.0,252.0,14,31,19,0,Enc_WikiMoon_13_question_13121_distractor_a,2,2,la,question_images_version_1
20, ,481.0,252.0,14,31,20,0,Enc_WikiMoon_13_question_13121_distractor_a,2,2,,question_images_version_1
21,m,495.0,252.0,14,31,21,0,Enc_WikiMoon_13_question_13121_distractor_a,3,3,maree,question_images_version_1
22,a,509.0,252.0,14,31,22,0,Enc_WikiMoon_13_question_13121_distractor_a,3,3,maree,question_images_version_1
23,r,523.0,252.0,14,31,23,0,Enc_WikiMoon_13_question_13121_distractor_a,3,3,maree,question_images_version_1
24,e,537.0,252.0,14,31,24,0,Enc_WikiMoon_13_question_13121_distractor_a,3,3,maree,question_images_version_1
25,e,551.0,252.0,14,31,25,0,Enc_WikiMoon_13_question_13121_distractor_a,3,3,maree,question_images_version_1
26, ,565.0,252.0,14,31,26,0,Enc_WikiMoon_13_question_13121_distractor_a,3,3,,question_images_version_1
27,a,579.0,252.0,14,31,27,0,Enc_WikiMoon_13_question_13121_distractor_a,4,4,a,question_images_version_1
28, ,593.0,252.0,14,31,28,0,Enc_WikiMoon_13_question_13121_distractor_a,4,4,,question_images_version_1
29,L,607.0,252.0,14,31,29,0,Enc_WikiMoon_13_question_13121_distractor_a,5,5,Lunii,question_images_version_1
30,u,621.0,252.0,14,31,30,0,Enc_WikiMoon_13_question_13121_distractor_a,5,5,Lunii,question_images_version_1
31,n,635.0,252.0,14,31,31,0,Enc_WikiMoon_13_question_13121_distractor_a,5,5,Lunii,question_images_version_1
32,i,649.0,252.0,14,31,32,0,Enc_WikiMoon_13_question_13121_distractor_a,5,5,Lunii,question_images_version_1
33,i,663.0,252.0,14,31,33,0,Enc_WikiMoon_13_question_13121_distractor_a,5,5,Lunii,question_images_version_1
34, ,677.0,252.0,14,31,34,0,Enc_WikiMoon_13_question_13121_distractor_a,5,5,,question_images_version_1
35,î,691.0,252.0,14,31,35,0,Enc_WikiMoon_13_question_13121_distractor_a,6,6,în,question_images_version_1
36,n,705.0,252.0,14,31,36,0,Enc_WikiMoon_13_question_13121_distractor_a,6,6,în,question_images_version_1
37, ,719.0,252.0,14,31,37,0,Enc_WikiMoon_13_question_13121_distractor_a,6,6,,question_images_version_1
38,t,733.0,252.0,14,31,38,0,Enc_WikiMoon_13_question_13121_distractor_a,7,7,timpul,question_images_version_1
39,i,747.0,252.0,14,31,39,0,Enc_WikiMoon_13_question_13121_distractor_a,7,7,timpul,question_images_version_1
40,m,761.0,252.0,14,31,40,0,Enc_WikiMoon_13_question_13121_distractor_a,7,7,timpul,question_images_version_1
41,p,775.0,252.0,14,31,41,0,Enc_WikiMoon_13_question_13121_distractor_a,7,7,timpul,question_images_version_1
42,u,789.0,252.0,14,31,42,0,Enc_WikiMoon_13_question_13121_distractor_a,7,7,timpul,question_images_version_1
43,l,803.0,252.0,14,31,43,0,Enc_WikiMoon_13_question_13121_distractor_a,7,7,timpul,question_images_version_1
44, ,817.0,252.0,14,31,44,0,Enc_WikiMoon_13_question_13121_distractor_a,7,7,,question_images_version_1
45,r,831.0,252.0,14,31,45,0,Enc_WikiMoon_13_question_13121_distractor_a,8,8,rotațiilor,question_images_version_1
46,o,845.0,252.0,14,31,46,0,Enc_WikiMoon_13_question_13121_distractor_a,8,8,rotațiilor,question_images_version_1
47,t,859.0,252.0,14,31,47,0,Enc_WikiMoon_13_question_13121_distractor_a,8,8,rotațiilor,question_images_version_1
48,a,873.0,252.0,14,31,48,0,Enc_WikiMoon_13_question_13121_distractor_a,8,8,rotațiilor,question_images_version_1
49,ț,887.0,252.0,14,31,49,0,Enc_WikiMoon_13_question_13121_distractor_a,8,8,rotațiilor,question_images_version_1
50,i,901.0,252.0,14,31,50,0,Enc_WikiMoon_13_question_13121_distractor_a,8,8,rotațiilor,question_images_version_1
51,i,915.0,252.0,14,31,51,0,Enc_WikiMoon_13_question_13121_distractor_a,8,8,rotațiilor,question_images_version_1
52,l,929.0,252.0,14,31,52,0,Enc_WikiMoon_13_question_13121_distractor_a,8,8,rotațiilor,question_images_version_1
53,o,943.0,252.0,14,31,53,0,Enc_WikiMoon_13_question_13121_distractor_a,8,8,rotațiilor,question_images_version_1
54,r,957.0,252.0,14,31,54,0,Enc_WikiMoon_13_question_13121_distractor_a,8,8,rotațiilor,question_images_version_1
55, ,971.0,252.0,14,31,55,0,Enc_WikiMoon_13_question_13121_distractor_a,8,8,,question_images_version_1
56,s,985.0,252.0,14,31,56,0,Enc_WikiMoon_13_question_13121_distractor_a,9,9,sale.,question_images_version_1
57,a,999.0,252.0,14,31,57,0,Enc_WikiMoon_13_question_13121_distractor_a,9,9,sale.,question_images_version_1
58,l,1013.0,252.0,14,31,58,0,Enc_WikiMoon_13_question_13121_distractor_a,9,9,sale.,question_images_version_1
59,e,1027.0,252.0,14,31,59,0,Enc_WikiMoon_13_question_13121_distractor_a,9,9,sale.,question_images_version_1
60,.,1041.0,252.0,14,31,60,0,Enc_WikiMoon_13_question_13121_distractor_a,9,9,sale.,question_images_version_1
0,M,710.2,443.52,14,31,0,0,Enc_WikiMoon_13_question_13121_distractor_b,0,0,Masa,question_images_version_1
1,a,724.2,443.52,14,31,1,0,Enc_WikiMoon_13_question_13121_distractor_b,0,0,Masa,question_images_version_1
2,s,738.2,443.52,14,31,2,0,Enc_WikiMoon_13_question_13121_distractor_b,0,0,Masa,question_images_version_1
3,a,752.2,443.52,14,31,3,0,Enc_WikiMoon_13_question_13121_distractor_b,0,0,Masa,question_images_version_1
4, ,766.2,443.52,14,31,4,0,Enc_WikiMoon_13_question_13121_distractor_b,0,0,,question_images_version_1
5,L,780.2,443.52,14,31,5,0,Enc_WikiMoon_13_question_13121_distractor_b,1,1,Lunii,question_images_version_1
6,u,794.2,443.52,14,31,6,0,Enc_WikiMoon_13_question_13121_distractor_b,1,1,Lunii,question_images_version_1
7,n,808.2,443.52,14,31,7,0,Enc_WikiMoon_13_question_13121_distractor_b,1,1,Lunii,question_images_version_1
8,i,822.2,443.52,14,31,8,0,Enc_WikiMoon_13_question_13121_distractor_b,1,1,Lunii,question_images_version_1
9,i,836.2,443.52,14,31,9,0,Enc_WikiMoon_13_question_13121_distractor_b,1,1,Lunii,question_images_version_1
10, ,850.2,443.52,14,31,10,0,Enc_WikiMoon_13_question_13121_distractor_b,1,1,,question_images_version_1
11,ș,864.2,443.52,14,31,11,0,Enc_WikiMoon_13_question_13121_distractor_b,2,2,și,question_images_version_1
12,i,878.2,443.52,14,31,12,0,Enc_WikiMoon_13_question_13121_distractor_b,2,2,și,question_images_version_1
13, ,892.2,443.52,14,31,13,0,Enc_WikiMoon_13_question_13121_distractor_b,2,2,,question_images_version_1
14,g,906.2,443.52,14,31,14,0,Enc_WikiMoon_13_question_13121_distractor_b,3,3,gravitația,question_images_version_1
15,r,920.2,443.52,14,31,15,0,Enc_WikiMoon_13_question_13121_distractor_b,3,3,gravitația,question_images_version_1
16,a,934.2,443.52,14,31,16,0,Enc_WikiMoon_13_question_13121_distractor_b,3,3,gravitația,question_images_version_1
17,v,948.2,443.52,14,31,17,0,Enc_WikiMoon_13_question_13121_distractor_b,3,3,gravitația,question_images_version_1
18,i,962.2,443.52,14,31,18,0,Enc_WikiMoon_13_question_13121_distractor_b,3,3,gravitația,question_images_version_1
19,t,976.2,443.52,14,31,19,0,Enc_WikiMoon_13_question_13121_distractor_b,3,3,gravitația,question_images_version_1
20,a,990.2,443.52,14,31,20,0,Enc_WikiMoon_13_question_13121_distractor_b,3,3,gravitația,question_images_version_1
21,ț,1004.2,443.52,14,31,21,0,Enc_WikiMoon_13_question_13121_distractor_b,3,3,gravitația,question_images_version_1
22,i,1018.2,443.52,14,31,22,0,Enc_WikiMoon_13_question_13121_distractor_b,3,3,gravitația,question_images_version_1
23,a,1032.2,443.52,14,31,23,0,Enc_WikiMoon_13_question_13121_distractor_b,3,3,gravitația,question_images_version_1
24, ,1046.2,443.52,14,31,24,0,Enc_WikiMoon_13_question_13121_distractor_b,3,3,,question_images_version_1
25,s,1060.2,443.52,14,31,25,0,Enc_WikiMoon_13_question_13121_distractor_b,4,4,sa,question_images_version_1
26,a,1074.2,443.52,14,31,26,0,Enc_WikiMoon_13_question_13121_distractor_b,4,4,sa,question_images_version_1
27, ,1088.2,443.52,14,31,27,0,Enc_WikiMoon_13_question_13121_distractor_b,4,4,,question_images_version_1
28,l,1102.2,443.52,14,31,28,0,Enc_WikiMoon_13_question_13121_distractor_b,5,5,la,question_images_version_1
29,a,1116.2,443.52,14,31,29,0,Enc_WikiMoon_13_question_13121_distractor_b,5,5,la,question_images_version_1
30,s,710.2,533.42,14,31,0,1,Enc_WikiMoon_13_question_13121_distractor_b,6,0,suprafață.,question_images_version_1
31,u,724.2,533.42,14,31,1,1,Enc_WikiMoon_13_question_13121_distractor_b,6,0,suprafață.,question_images_version_1
32,p,738.2,533.42,14,31,2,1,Enc_WikiMoon_13_question_13121_distractor_b,6,0,suprafață.,question_images_version_1
33,r,752.2,533.42,14,31,3,1,Enc_WikiMoon_13_question_13121_distractor_b,6,0,suprafață.,question_images_version_1
34,a,766.2,533.42,14,31,4,1,Enc_WikiMoon_13_question_13121_distractor_b,6,0,suprafață.,question_images_version_1
35,f,780.2,533.42,14,31,5,1,Enc_WikiMoon_13_question_13121_distractor_b,6,0,suprafață.,question_images_version_1
36,a,794.2,533.42,14,31,6,1,Enc_WikiMoon_13_question_13121_distractor_b,6,0,suprafață.,question_images_version_1
37,ț,808.2,533.42,14,31,7,1,Enc_WikiMoon_13_question_13121_distractor_b,6,0,suprafață.,question_images_version_1
38,ă,822.2,533.42,14,31,8,1,Enc_WikiMoon_13_question_13121_distractor_b,6,0,suprafață.,question_images_version_1
39,.,836.2,533.42,14,31,9,1,Enc_WikiMoon_13_question_13121_distractor_b,6,0,suprafață.,question_images_version_1
0,R,201.0,756.0,14,31,0,0,Enc_WikiMoon_13_question_13121_distractor_c,0,0,Rotația,question_images_version_1
1,o,215.0,756.0,14,31,1,0,Enc_WikiMoon_13_question_13121_distractor_c,0,0,Rotația,question_images_version_1
2,t,229.0,756.0,14,31,2,0,Enc_WikiMoon_13_question_13121_distractor_c,0,0,Rotația,question_images_version_1
3,a,243.0,756.0,14,31,3,0,Enc_WikiMoon_13_question_13121_distractor_c,0,0,Rotația,question_images_version_1
